id,title,category,subcategory,problem_text,solution_text,source,created_at,hint_text
78,Determining the hedge ratio to minimize portfolio variance,expected_value,"Expected Value, Variance & Covariance","You purchase one share of stock A and wish to hedge it by taking a short position in stock B. How many shares of stock B should you short to minimize the variance of the resulting hedged portfolio? Assume the return variance of stock A is σ_A², the return variance of stock B is σ_B², and their correlation coefficient is ρ.","Let h represent the number of shares of stock B to short. The variance of the hedged portfolio return is given by:

$$\text{Var}(r_A - h r_B) = \sigma_A^2 - 2 h \rho \sigma_A \sigma_B + h^2 \sigma_B^2.$$ 

To find the value of h that minimizes this variance, take the first-order partial derivative with respect to h and set it equal to zero:

$$\frac{\partial}{\partial h} \text{Var}(r_A - h r_B) = -2 \rho \sigma_A \sigma_B + 2 h \sigma_B^2 = 0.$$ 

Solving for h yields:

$$h = \rho \frac{\sigma_A}{\sigma_B}.$$ 

To confirm this is a minimum, examine the second-order partial derivative:

$$\frac{\partial^2}{\partial h^2} \text{Var}(r_A - h r_B) = 2 \sigma_B^2 > 0,$$ 

which is positive, confirming that the variance is minimized when h equals ρ times the ratio of σ_A to σ_B.

Dice game
Suppose that you roll a fair six-sided die. For each roll, you receive payment equal to the face value shown. If the outcome is 4, 5, or 6, you may roll the die again. The game ends when you roll a 1, 2, or 3. What is the expected payoff of this game?",green_book,2026-05-03 19:56:42.206183+00,Consider breaking down the problem by analyzing the expected payoff for each possible outcome of a single roll. Think about how the game's rules affect the continuation or termination of the game based on the roll's result.
79,Expected payoff in a dice rolling game with re-rolls,expected_value,"Expected Value, Variance & Covariance","You participate in a dice game where you roll a standard six-sided die. If the outcome is 4, 5, or 6, you may roll again. The game ends when you roll a 1, 2, or 3. Your payout equals the final face value rolled. Calculate the expected payout of this game.","Let $E[X]$ denote the expected payout of the game. The outcome of the first roll determines the expected value in two distinct ways:

- With probability $rac{1}{2}$, the first roll results in 1, 2, or 3. In this case, the game ends immediately, and the expected payout is the average of these outcomes: $rac{1 + 2 + 3}{3} = 2$.
- With probability $rac{1}{2}$, the first roll results in 4, 5, or 6. Here, the game continues, and you receive the expected face value of the first roll (which is $rac{4 + 5 + 6}{3} = 5$) plus the expected payout from restarting the game, which is $E[X]$ again.

Using the law of total expectation, we write:
$$ E[X] = rac{1}{2} 	imes 2 + rac{1}{2} 	imes (5 + E[X]). $$

Solving for $E[X]$:
$$ E[X] = 1 + rac{5}{2} + rac{1}{2}E[X], $$
$$ E[X] - rac{1}{2}E[X] = 3.5, $$
$$ rac{1}{2}E[X] = 3.5, $$
$$ E[X] = 7.

Valid Answers: 7",green_book,2026-05-03 19:56:42.206183+00,Consider breaking down the problem by analyzing the two distinct outcomes of the first roll separately: when the game ends immediately and when it continues. Think about how the expected value is influenced by these scenarios and how they contribute to the overall expectation.
80,Expected Draws to First Ace in a Standard Deck,expected_value,"Expected Value, Variance & Covariance",How many cards must be drawn on average from a shuffled 52-card deck before the first ace appears?,"A standard deck contains 4 aces and 48 non-ace cards. For each non-ace card i (where i ranges from 1 to 48), define an indicator random variable Xi as follows:

$$X_i = \begin{cases} 1 & \text{if card } i \text{ appears before all 4 aces} \\ 0 & \text{otherwise} \end{cases}$$ 

The total number of cards drawn until the first ace is X = 1 + Σ_{i=1}^{48} Xi, since the first card drawn could itself be an ace (in which case no additional cards are needed before the first ace). By linearity of expectation, E[X] = 1 + Σ_{i=1}^{48} E[Xi]. 

Each non-ace card is equally likely to appear in any of the 5 regions defined by the 4 aces (before the first ace, between the first and second, ..., after the fourth ace). Thus, the probability that a given non-ace card appears before all 4 aces is 1/5, so E[Xi] = 1/5 for all i. 

Therefore, E[X] = 1 + 48 * (1/5) = 1 + 9.6 = 10.6.

This result generalizes to a deck with m non-special cards and n special cards: the expected position of the first special card is 1 + m/(n+1).

Valid Answers: 10.6",green_book,2026-05-03 19:56:42.206183+00,"Consider breaking the problem into two parts: the first ace itself and the non-ace cards that might appear before it. Think about the relative positions of aces and non-aces in the deck, and how symmetry or probability distributions might simplify the calculation."
81,Probability that the sum of IID uniform random variables is less than 1,expected_value,"Expected Value, Variance & Covariance","Let $X_1, X_2, \ldots, X_n$ be independent and identically distributed (IID) random variables, each uniformly distributed on the interval $[0, 1]$. Compute the probability that their sum $S_n = X_1 + X_2 + \cdots + X_n$ is strictly less than 1.","This problem requires a careful inductive approach. We begin by examining the simplest cases to identify a pattern.

For $n = 1$, the sum $S_1 = X_1$ is always less than 1, so $P(S_1 < 1) = 1$.

For $n = 2$, the event $S_2 = X_1 + X_2 < 1$ corresponds to the area under the line $X_1 + X_2 = 1$ within the unit square $[0, 1]^2$. This region forms a right triangle with area $rac{1}{2}$, so $P(S_2 < 1) = rac{1}{2}$.

For $n = 3$, the event $S_3 = X_1 + X_2 + X_3 < 1$ corresponds to the volume under the plane $X_1 + X_2 + X_3 = 1$ within the unit cube $[0, 1]^3$. This region is a tetrahedron with volume $rac{1}{6}$, so $P(S_3 < 1) = rac{1}{6}$.

Based on these observations, we conjecture that $P(S_n < 1) = rac{1}{n!}$ for general $n$. To prove this, we proceed by mathematical induction.

Assume the formula holds for some $n \geq 1$, i.e., $P(S_n < 1) = rac{1}{n!}$. We now show it holds for $n + 1$.

Using the law of total probability and conditioning on $X_{n+1}$, we write:

$$
P(S_{n+1} < 1) = \int_0^1 P(S_n < 1 - x_{n+1}) f_{X_{n+1}}(x_{n+1}) \, dx_{n+1},
$$

where $f_{X_{n+1}}(x) = 1$ for $x \in [0, 1]$ since $X_{n+1}$ is uniform on $[0, 1]$. By the induction hypothesis, $P(S_n < 1 - x_{n+1}) = \frac{(1 - x_{n+1})^n}{n!}$ because the problem scales with the upper limit.

Substituting this in:

$$
P(S_{n+1} < 1) = \int_0^1 \frac{(1 - x_{n+1})^n}{n!} \, dx_{n+1} = \frac{1}{n!} \int_0^1 (1 - x)^{n} \, dx = \frac{1}{n!} \left[-\frac{(1 - x)^{n+1}}{n+1}\right]_0^1 = \frac{1}{n!} \cdot \frac{1}{n+1} = \frac{1}{(n+1)!}.
$$

Thus, the formula holds for $n + 1$, completing the induction. Therefore, for all $n \geq 1$,

$$
P(S_n < 1) = \frac{1}{n!}.
$$

Valid Answers: $\frac{1}{n!}$",green_book,2026-05-03 19:56:42.206183+00,"Consider how the problem scales with the number of variables. Start by examining small cases (n=1, n=2, n=3) to identify a pattern in the probability. Think about geometric interpretations in lower dimensions to build intuition."
82,Expected Coupons for Complete Collection and Distinct Types in Partial Collection,expected_value,"Expected Value, Variance & Covariance","A. Consider a scenario where cereal boxes contain N distinct types of coupons, each equally likely to appear in any box. What is the average number of boxes a child must purchase to collect at least one of each coupon type?

B. Now suppose the child has already collected n coupons. What is the expected number of unique coupon types in this collection?","For part A, define Xᵢ (where i = 1, 2, ..., N) as the number of additional coupons needed to obtain the i-th distinct type after (i-1) distinct types have already been collected. The total number of coupons required is X = X₁ + X₂ + ... + Xₙ.

For any given i, the probability that a new coupon is of a type not yet collected is (N - (i - 1))/N = (N - i + 1)/N. Thus, Xᵢ follows a geometric distribution with success probability p = (N - i + 1)/N, and its expected value is E[Xᵢ] = N/(N - i + 1). For example, when i = 1, X₁ = 1 and E[X₁] = 1.

The total expected number of coupons is:

E[X] = Σᵢ₌₁ᴺ E[Xᵢ] = Σᵢ₌₁ᴺ N/(N - i + 1) = N(1 + 1/2 + 1/3 + ... + 1/N).

For part B, let Y denote the number of distinct coupon types in a collection of n coupons. Introduce indicator random variables Iᵢ (i = 1, 2, ..., N), where Iᵢ = 1 if at least one coupon of type i is present, and Iᵢ = 0 otherwise. Then, Y = I₁ + I₂ + ... + Iₙ.

The probability that none of the n coupons is of type i is ((N - 1)/N)ⁿ, so the probability that at least one coupon is of type i is 1 - ((N - 1)/N)ⁿ. Thus, E[Iᵢ] = 1 - ((N - 1)/N)ⁿ.

The expected number of distinct types is:

E[Y] = Σᵢ₌₁ᴺ E[Iᵢ] = N(1 - ((N - 1)/N)ⁿ).

Valid Answers: 
A. N(1 + 1/2 + 1/3 + ... + 1/N)
B. N(1 - ((N - 1)/N)ⁿ)",green_book,2026-05-03 19:56:42.206183+00,"For part A, think about breaking the problem into stages where each stage represents collecting a new distinct coupon type. For part B, consider using indicator variables to represent whether each coupon type is present in the collection."
83,Range of joint default probability and correlation bounds,expected_value,"Expected Value, Variance & Covariance","Bond A has a 50% chance of defaulting next year, and bond B has a 30% chance. Determine the possible range of the probability that at least one bond defaults, and also find the corresponding range of their correlation coefficient.","To find the range of the probability that at least one bond defaults, consider the extreme scenarios for dependence between the two default events. The maximum probability occurs when the defaults are mutually exclusive (i.e., no overlap), so the probability is simply the sum of individual probabilities: 50% + 30% = 80%. The minimum probability occurs when the defaults are perfectly dependent (i.e., whenever one defaults, the other does too), so the probability is the larger of the two individual probabilities: 50%. Thus, the range of the probability that at least one bond defaults is [50%, 80%].

Next, let $I_A$ and $I_B$ denote the indicator variables for the default of bond A and bond B, respectively. The correlation $\rho_{AB}$ between $I_A$ and $I_B$ is given by:

$$\rho_{AB} = \frac{\text{Cov}(I_A, I_B)}{\sqrt{\text{Var}(I_A) \text{Var}(I_B)}} = \frac{E[I_A I_B] - E[I_A]E[I_B]}{\sqrt{\text{Var}(I_A) \text{Var}(I_B)}}.$$ 

We know $E[I_A] = 0.5$, $E[I_B] = 0.3$, $\text{Var}(I_A) = 0.5 \cdot (1 - 0.5) = 0.25$, and $\text{Var}(I_B) = 0.3 \cdot (1 - 0.3) = 0.21$. The probability that at least one bond defaults is:

$$P(I_A \cup I_B) = P(I_A) + P(I_B) - P(I_A \cap I_B) = E[I_A] + E[I_B] - E[I_A I_B].$$ 

Substituting the known values:

$$P(I_A \cup I_B) = 0.5 + 0.3 - E[I_A I_B] = 0.8 - E[I_A I_B].$$ 

For the maximum probability (80%), $E[I_A I_B] = 0$, so:

$$0.8 = 0.8 - 0 \implies \rho_{AB} = \frac{0 - (0.5 \cdot 0.3)}{\sqrt{0.25 \cdot 0.21}} = \frac{-0.15}{\sqrt{0.0525}} = -\frac{0.15}{\sqrt{0.0525}} = -\sqrt{\frac{0.0225}{0.0525}} = -\sqrt{\frac{3}{7}}.$$ 

For the minimum probability (50%), $E[I_A I_B] = 0.3$ (since $I_B$ implies $I_A$ in this case), so:

$$0.5 = 0.8 - 0.3 \implies \rho_{AB} = \frac{0.3 - (0.5 \cdot 0.3)}{\sqrt{0.25 \cdot 0.21}} = \frac{0.15}{\sqrt{0.0525}} = \sqrt{\frac{3}{7}}.$$ 

Thus, the correlation coefficient $\rho_{AB}$ must lie within the range $\left[-\sqrt{\frac{3}{7}}, \sqrt{\frac{3}{7}}\right]$ to be consistent with the given default probabilities and the derived probability bounds.

Valid Answers: [50%, 80%], $\left[-\sqrt{\frac{3}{7}}, \sqrt{\frac{3}{7}}\right]$",green_book,2026-05-03 19:56:42.206183+00,Consider the extreme cases of dependence between the two default events. How does the joint default probability change when defaults are completely independent versus perfectly dependent? Think about how correlation is derived from covariance and variances of the default indicators.
84,Distributions and Expectations for Max and Min of Uniform Variables,expected_value,"Expected Value, Variance & Covariance","Consider n independent and identically distributed random variables X₁, X₂, ..., Xₙ, each uniformly distributed on the interval [0, 1]. Let Zₙ denote the maximum of these variables, and Yₙ denote the minimum. Determine the cumulative distribution function (CDF), probability density function (PDF), and expected value of Zₙ. Similarly, find the CDF, PDF, and expected value of Yₙ.","For a uniform random variable X on [0, 1], the CDF is Fₓ(x) = x and the PDF is fₓ(x) = 1.

For Zₙ = max(X₁, X₂, ..., Xₙ):
- The CDF of Zₙ is derived as P(Zₙ ≤ x) = P(all Xᵢ ≤ x) = (P(X ≤ x))ⁿ = xⁿ. Thus, F_{Zₙ}(x) = xⁿ.
- The PDF is the derivative of the CDF: f_{Zₙ}(x) = d/dx [xⁿ] = n x^{n-1}.
- The expected value is E[Zₙ] = ∫₀¹ x f_{Zₙ}(x) dx = ∫₀¹ x · n x^{n-1} dx = n ∫₀¹ xⁿ dx = n [x^{n+1}/(n+1)]₀¹ = n/(n+1).

For Yₙ = min(X₁, X₂, ..., Xₙ):
- The CDF of Yₙ is P(Yₙ ≤ x) = 1 - P(all Xᵢ > x) = 1 - (1 - x)ⁿ. Thus, F_{Yₙ}(x) = 1 - (1 - x)ⁿ.
- The PDF is the derivative of the CDF: f_{Yₙ}(x) = d/dx [1 - (1 - x)ⁿ] = n (1 - x)^{n-1}.
- The expected value is E[Yₙ] = ∫₀¹ x f_{Yₙ}(x) dx = ∫₀¹ x · n (1 - x)^{n-1} dx. Using substitution u = 1 - x, this becomes n ∫₀¹ (1 - u) u^{n-1} du = n [uⁿ/(n) - u^{n+1}/(n+1)]₀¹ = n [1/n - 1/(n+1)] = 1 - n/(n+1) = 1/(n+1).

Valid Answers: Zₙ: CDF = xⁿ, PDF = n x^{n-1}, E[Zₙ] = n/(n+1); Yₙ: CDF = 1 - (1 - x)ⁿ, PDF = n (1 - x)^{n-1}, E[Yₙ] = 1/(n+1)",green_book,2026-05-03 19:56:42.206183+00,"For the maximum Zₙ, think about the probability that all variables are less than or equal to a given value x. For the minimum Yₙ, consider the complementary probability that at least one variable is less than or equal to x. The CDF of the uniform distribution is key here—use it to build the CDFs for Zₙ and Yₙ."
85,Joint Probability and Correlation of Min and Max of Uniform Variables,expected_value,"Expected Value, Variance & Covariance","Let $X_1$ and $X_2$ be independent and identically distributed random variables uniformly distributed on the interval $[0,1]$. Define $Y = \min(X_1, X_2)$ and $Z = \max(X_1, X_2)$. For any $y, z \in [0,1]$, determine the conditional probability $P(Y \geq y \mid Z \leq z)$ and compute the correlation between $Y$ and $Z$.","We analyze the problem using geometric probability. Consider the unit square representing all possible pairs $(X_1, X_2)$. The event $Z \leq z$ corresponds to the region where both $X_1 \leq z$ and $X_2 \leq z$, which is a square of side length $z$ with area $z^2$. Since $Y = \min(X_1, X_2)$ and $Z = \max(X_1, X_2)$, it follows that $Y \leq Z$ always holds. Therefore, if $y > z$, the event $Y \geq y$ and $Z \leq z$ is impossible, so $P(Y \geq y \mid Z \leq z) = 0$.

For $y \leq z$, the event $Y \geq y$ and $Z \leq z$ corresponds to the region where both $X_1$ and $X_2$ lie in $[y, z]$. This is a smaller square with side length $z - y$ and area $(z - y)^2$. Hence, the conditional probability is

$$
P(Y \geq y \mid Z \leq z) = \frac{P(Y \geq y \, \cap \, Z \leq z)}{P(Z \leq z)} = \frac{(z - y)^2}{z^2}, \quad \text{for } 0 \leq y \leq z \leq 1.
$$

Now we compute the correlation between $Y$ and $Z$. The correlation is given by

$$
\text{corr}(Y, Z) = \frac{\text{cov}(Y, Z)}{\sqrt{\text{var}(Y) \, \text{var}(Z)}} = \frac{E[YZ] - E[Y]E[Z]}{\sqrt{\text{var}(Y) \, \text{var}(Z)}}.
$$

From prior results, we know

$$
E[Y] = \frac{1}{3}, \quad E[Z] = \frac{2}{3}.
$$

To find $E[YZ]$, note that $YZ = X_1 X_2$ regardless of which variable is the minimum or maximum. Thus,

$$
E[YZ] = E[X_1 X_2] = E[X_1] E[X_2] = \frac{1}{2} \cdot \frac{1}{2} = \frac{1}{4}.
$$

Next, we compute the variances. Using the probability density functions $f_Y(y) = 2(1-y)$ and $f_Z(z) = 2z$ for $y, z \in [0,1]$, we find

$$
E[Y^2] = \int_0^1 y^2 \cdot 2(1-y) \, dy = \frac{1}{6}, \quad E[Z^2] = \int_0^1 z^2 \cdot 2z \, dz = \frac{1}{2}.
$$

Then,

$$
\text{var}(Y) = E[Y^2] - (E[Y])^2 = \frac{1}{6} - \left(\frac{1}{3}\right)^2 = \frac{1}{18}, \quad \text{var}(Z) = E[Z^2] - (E[Z])^2 = \frac{1}{2} - \left(\frac{2}{3}\right)^2 = \frac{1}{18}.
$$

Now, the covariance is

$$
\text{cov}(Y, Z) = E[YZ] - E[Y]E[Z] = \frac{1}{4} - \frac{1}{3} \cdot \frac{2}{3} = \frac{1}{36}.
$$

Finally, the correlation is

$$
\text{corr}(Y, Z) = \frac{\frac{1}{36}}{\sqrt{\frac{1}{18} \cdot \frac{1}{18}}} = \frac{1}{2}.
$$

Valid Answers: $\frac{1}{2}$",green_book,2026-05-03 19:56:42.206183+00,Consider visualizing the problem geometrically in the unit square where X1 and X2 are independent uniform variables. Think about how the events Y ≥ y and Z ≤ z constrain the possible values of X1 and X2. What region of the square satisfies both conditions?
86,Ants on a String: Expected Fall Time,expected_value,"Expected Value, Variance & Covariance","Five hundred ants are placed randomly along a one-foot string, with each ant's position uniformly and independently distributed between 0 and 1. Each ant independently chooses to move left or right with equal probability at a constant speed of 1 foot per minute. Upon reaching either end of the string, the ant falls off. Ants are infinitesimally small, and when two ants collide head-on, they instantly reverse direction while maintaining their speed. What is the expected time until all ants have fallen off the string?","At first glance, the problem seems complex due to three factors: the random initial positions of the ants, their random direction choices, and the direction reversals upon collisions. To simplify, consider the effect of a collision. When two ants collide and reverse direction, this is equivalent to them passing through each other without changing direction if we ignore their labels (since the labels are arbitrary). Thus, the collisions do not affect the overall outcome. This means we can disregard the collisions entirely and assume each ant continues moving in its original direction until it falls off.

Next, consider the random direction each ant chooses. Due to the symmetry of the problem, the expected time for an ant to fall off is the same regardless of its initial direction. For an ant starting at position $x$, the expected time to fall off is $x$ minutes if it moves toward the right end (1) or $(1 - x)$ minutes if it moves toward the left end (0). In either case, the expected time is the minimum of these two values, which simplifies to $x$ when considering the uniform distribution over all possible starting positions. Thus, the problem reduces to finding the expected value of the maximum of 500 independent and identically distributed (IID) uniform random variables on the interval $[0, 1]$.

The expected value of the maximum of $n$ IID uniform random variables on $[0, 1]$ is given by $\frac{n}{n+1}$. For $n = 500$, this evaluates to $\frac{500}{501}$. However, since the ants move at 1 foot per minute, the expected time for all ants to fall off is the expected maximum position, which is $\frac{500}{501}$ minutes. This is approximately 0.998 minutes, or roughly 59.9 seconds.

Valid Answers: 500/501",green_book,2026-05-03 19:56:42.206183+00,Focus on the behavior of the ants when they collide. Consider whether the collisions change the overall outcome in terms of when ants fall off the string. Think about how you can simplify the problem by ignoring the collisions or treating them differently.
87,Probability of First 12 Before Two Consecutive 7s in Dice Rolls,stochastic_calculus,0     0      0      1     4,Two players compete in a dice game where they roll a pair of standard six-sided dice repeatedly. Player A wins if a sum of 12 appears before two consecutive sums of 7. Player B wins if two consecutive sums of 7 occur before a sum of 12. What is the probability that Player A wins the game?,"We solve this using both conditional probability and Markov chain approaches while preserving the exact same mathematical structure.

**Conditional Probability Approach:**
Let $P(A)$ denote the probability that Player A wins. The first roll can result in one of three mutually exclusive outcomes: a sum of 12, a sum of 7, or neither. We condition $P(A)$ on the outcome of the first roll:
$$P(A) = P(A \mid F=12) P(F=12) + P(A \mid F=7) P(F=7) + P(A \mid F \notin \{7,12\}) P(F \notin \{7,12\}),$$
where $F$ is the sum of the first roll.

From basic combinatorics, the probabilities of the first roll are:
$$P(F=12) = \frac{1}{36}, \quad P(F=7) = \frac{6}{36}, \quad P(F \notin \{7,12\}) = \frac{29}{36}.$$ 

We also know:
- $P(A \mid F=12) = 1$, since Player A wins immediately.
- $P(A \mid F=7)$ requires further conditioning on the second roll. Let $E$ be the sum of the second roll. Then:
$$P(A \mid F=7) = P(A \mid F=7, E=12) P(E=12) + P(A \mid F=7, E=7) P(E=7) + P(A \mid F=7, E \notin \{7,12\}) P(E \notin \{7,12\}).$$

Breaking this down:
- If $E=12$, Player A wins immediately, so $P(A \mid F=7, E=12) = 1$.
- If $E=7$, Player B wins immediately, so $P(A \mid F=7, E=7) = 0$.
- If $E \notin \{7,12\}$, the game resets to the initial state, so $P(A \mid F=7, E \notin \{7,12\}) = P(A)$.

Thus:
$$P(A \mid F=7) = 1 \cdot \frac{1}{36} + 0 \cdot \frac{6}{36} + P(A) \cdot \frac{29}{36} = \frac{1}{36} + \frac{29}{36} P(A).$$

Substituting back into the original equation for $P(A)$:
$$P(A) = 1 \cdot \frac{1}{36} + \left(\frac{1}{36} + \frac{29}{36} P(A)\right) \cdot \frac{6}{36} + P(A) \cdot \frac{29}{36}.$$

Simplifying:
$$P(A) = \frac{1}{36} + \frac{6}{36} \cdot \frac{1}{36} + \frac{6}{36} \cdot \frac{29}{36} P(A) + \frac{29}{36} P(A).$$

Combining like terms and solving for $P(A)$:
$$P(A) - \frac{174}{1296} P(A) - \frac{29}{36} P(A) = \frac{1}{36} + \frac{6}{1296},$$
$$P(A) \left(1 - \frac{174}{1296} - \frac{1044}{1296}\right) = \frac{36}{1296} + \frac{6}{1296},$$
$$P(A) \left(\frac{84}{1296}\right) = \frac{42}{1296},$$
$$P(A) = \frac{42}{84} = \frac{7}{13}.$$ 

**Markov Chain Approach:**
We define the states as follows:
- $S$: Starting state (no relevant rolls yet).
- $7$: Most recent roll was a 7, but no 12 or two consecutive 7s yet.
- $7$-$7$: Two consecutive 7s (absorbing state, Player B wins).
- $12$: A 12 occurs (absorbing state, Player A wins).

The transition probabilities are:
- From $S$, rolling a 12 leads to absorption with $P(A)=1$, rolling a 7 moves to state $7$, and any other roll returns to $S$.
- From $7$, rolling a 12 leads to absorption with $P(A)=1$, rolling a 7 leads to absorption with $P(A)=0$, and any other roll returns to $S$.

Let $a_S$ and $a_7$ be the probabilities of Player A winning from states $S$ and $7$, respectively. The system of equations is:
$$a_S = \frac{1}{36} \cdot 1 + \frac{6}{36} a_7 + \frac{29}{36} a_S,$$
$$a_7 = \frac{1}{36} \cdot 1 + \frac{6}{36} \cdot 0 + \frac{29}{36} a_S.$$ 

Solving these equations yields $a_S = \frac{7}{13}$.

Valid Answers: 7/13",green_book,2026-05-03 19:56:42.206183+00,"Consider breaking the problem into states based on the most recent relevant roll (e.g., no prior 7, one prior 7, or a 12). This can help model the game as a sequence of dependent events where the outcome depends on the current state. Think about how the probability of winning changes in each state."
88,Expected Tosses for Consecutive Heads Patterns,stochastic_calculus,0     0      0      1     4,"Part A. When flipping a fair coin repeatedly, what is the average number of tosses needed to first observe three consecutive heads (HHH)? What is the average number of tosses required to first observe the sequence tails followed by two heads (THH)?

Part B. If you continue flipping the coin until either HHH or THH appears, what is the probability that HHH occurs before THH?","Part A: Expected tosses for HHH

We model this using a Markov chain with states representing the progress toward HHH:
- S: No relevant history (or last toss was T)
- H: One consecutive H observed
- HH: Two consecutive Hs observed
- HHH: Absorbing state (target achieved)

Transition probabilities:
- From S: P(S→S) = 1/2 (if T), P(S→H) = 1/2 (if H)
- From H: P(H→S) = 1/2 (if T), P(H→HH) = 1/2 (if H)
- From HH: P(HH→S) = 1/2 (if T), P(HH→HHH) = 1/2 (if H)
- From HHH: P(HHH→HHH) = 1 (absorbing)

Let µ_S, µ_H, and µ_HH be the expected tosses from states S, H, and HH respectively. We set up the system:
$$\begin{aligned}
µ_S &= 1 + \frac{1}{2}µ_S + \frac{1}{2}µ_H \\
µ_H &= 1 + \frac{1}{2}µ_S + \frac{1}{2}µ_{HH} \\
µ_{HH} &= 1 + \frac{1}{2}µ_S + \frac{1}{2}(0) \\
µ_{HHH} &= 0
\end{aligned}$$

Solving:
From the third equation: µ_HH = 2 + µ_S
Substitute into second: µ_H = 1 + µ_S + 1 + \frac{1}{2}µ_S = 2 + \frac{3}{2}µ_S
Substitute into first: µ_S = 1 + \frac{1}{2}µ_S + 1 + \frac{3}{4}µ_S = 2 + \frac{5}{4}µ_S
Thus: µ_S = 8. Therefore, the expected tosses to reach HHH is 14.

For THH, we use states:
- S: No relevant history
- T: One T observed
- TH: T followed by H
- THH: Absorbing state

Transition probabilities:
- From S: P(S→S) = 1/2 (if T), P(S→T) = 1/2 (if H)
- From T: P(T→S) = 1/2 (if T), P(T→TH) = 1/2 (if H)
- From TH: P(TH→S) = 1/2 (if T), P(TH→THH) = 1/2 (if H)
- From THH: P(THH→THH) = 1

Let µ_S, µ_T, and µ_TH be the expected tosses. We set up:
$$\begin{aligned}
µ_S &= 1 + \frac{1}{2}µ_S + \frac{1}{2}µ_T \\
µ_T &= 1 + \frac{1}{2}µ_S + \frac{1}{2}µ_{TH} \\
µ_{TH} &= 1 + \frac{1}{2}µ_S + \frac{1}{2}(0)\\
µ_{THH} &= 0
\end{aligned}$$

Solving:
From third: µ_TH = 2 + µ_S
Substitute into second: µ_T = 1 + µ_S + 1 + \frac{1}{2}µ_S = 2 + \frac{3}{2}µ_S
Substitute into first: µ_S = 1 + \frac{1}{2}µ_S + 1 + \frac{3}{4}µ_S = 2 + \frac{5}{4}µ_S
Thus: µ_S = 8. Therefore, the expected tosses to reach THH is 8.

Part B: Probability HHH occurs before THH

Observe that any occurrence of HHH must begin with two consecutive heads. The first time two consecutive heads appear, the next toss determines the outcome:
- If H: HHH occurs immediately
- If T: The sequence becomes TH, and THH can now occur on the next toss

Thus, HHH can only be preceded by THH if the sequence starts with T. The probability that HHH occurs before THH is therefore the probability that the first two tosses are both H, which is (1/2)² = 1/4.

Valid Answers: 14, 8, 0.25",green_book,2026-05-03 19:56:42.206183+00,"Consider modeling the problem using states that represent the progress toward the target sequence. For each state, think about how the expected number of tosses changes based on the next coin flip. What happens when a toss doesn't match the desired sequence?"
89,Expected Steps to Monochromatic State in Ball Repainting Process,stochastic_calculus,0     0      0      1     4,"A box holds n balls, each uniquely colored. In each step, you randomly pick two balls, repaint the first to match the second, and return both to the box. How many steps, on average, are required until every ball in the box shares the same color?","Let $N_n$ denote the number of steps needed to reach a monochromatic state, and let $F_i$ for $i = 1, 2, \dots, n$ be the event that all balls end up color $i$. By the law of total expectation, we have

$$E[N_n] = \sum_{i=1}^n E[N_n \mid F_i] \cdot P[F_i].$$

Due to symmetry across colors (each color is equally likely to be the final one), $P[F_i] = \frac{1}{n}$ for all $i$, and $E[N_n \mid F_i] = E[N_n \mid F_j]$ for any $i, j$. Thus, we can focus on computing $E[N_n \mid F_1]$ and use it to represent $E[N_n]$.

To compute $E[N_n \mid F_1]$, model the process as a Markov chain where the state is the number of balls currently color 1. State $n$ is absorbing (all balls are color 1), and state 0 is unreachable under $F_1$ (since it would imply no balls are color 1, contradicting $F_1$). The transition probabilities are conditioned on $F_1$, meaning the dynamics are influenced by the requirement that the process ends in $F_1$. For example, $P_{i,i-1 \mid F_1} = \frac{i(n-i)}{n(n-1)}$ represents the probability of reducing the count of color 1 balls by one in a step, given that the process will eventually end in $F_1$.

The system of equations for the expected time to absorption is:

$$E[N_i \mid F_1] = 1 + E[N_{i-1} \mid F_1] \cdot P_{i,i-1 \mid F_1} + E[N_i \mid F_1] \cdot P_{i,i \mid F_1} + E[N_{i+1} \mid F_1] \cdot P_{i,i+1 \mid F_1},$$

where $P_{i,i-1 \mid F_1} = \frac{i(n-i)}{n(n-1)}$, $P_{i,i \mid F_1} = \frac{(n-i)(n-i-1) + i(i-1)}{n(n-1)}$, and $P_{i,i+1 \mid F_1} = \frac{(n-i)i}{n(n-1)}$. Solving this system (e.g., via backward substitution starting from $E[N_n \mid F_1] = 0$) yields $E[N_n \mid F_1] = n(n-1)$.

Since $E[N_n] = E[N_n \mid F_1]$ by symmetry, the expected number of steps is $n(n-1)$.

Valid Answers: n(n-1)",green_book,2026-05-03 19:56:42.206183+00,Consider modeling the problem as a Markov chain where the state represents the number of balls of a specific color. Focus on the transitions between states and how they depend on the current count of that color. Symmetry might simplify the calculations.
